id,source_id,split,label,mentions_prize_reward_gift,claims_winner_or_selected,impersonates_official_entity,uses_promotional_or_marketing_claim,mentions_money_payment,mentions_free_offer,mentions_discount_or_rate,mentions_financial_gain_or_cost,creates_urgency,uses_deadline_or_expiry,threatens_loss_or_penalty,contains_all_caps_or_exclamation_emphasis,asks_click_link,asks_user_reply_or_call,requests_personal_information,requests_immediate_action,normal_personal_conversation,mentions_meeting_family_friends,uses_casual_emotional_language,refers_previous_conversation
sms_spam_02504,2161,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02505,3292,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02506,1603,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02507,5097,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02508,1333,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02509,4476,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02511,2987,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02510,3819,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02513,2722,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02512,4212,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02515,4880,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
sms_spam_02514,2520,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02517,1809,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02516,878,train,spam,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
sms_spam_02518,5569,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02519,1461,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02520,1245,train,ham,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
sms_spam_02521,4821,train,spam,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
sms_spam_02523,126,train,ham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02522,2334,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02524,2951,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02525,2865,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02526,2486,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02527,2599,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02529,5120,train,spam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sms_spam_02528,2902,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02530,4770,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02531,4731,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02532,550,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02533,3351,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
sms_spam_02534,1996,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02535,4912,train,spam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sms_spam_02536,479,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02537,4749,test,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02538,2110,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sms_spam_02539,1892,train,spam,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02541,3053,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02540,5536,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02542,190,train,spam,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sms_spam_02543,1925,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02544,2247,train,spam,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
sms_spam_02545,2937,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02546,2375,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
sms_spam_02548,5322,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02547,5277,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02549,359,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02551,1933,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02550,5542,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
sms_spam_02553,4887,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
sms_spam_02552,713,test,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
sms_spam_02554,632,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02555,5148,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02557,3362,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02556,4593,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02558,1816,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02560,3348,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02559,3526,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02561,1954,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02563,933,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02562,2223,train,spam,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_02566,5082,test,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
sms_spam_02564,5213,train,ham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_02565,1712,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02567,4814,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02568,189,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02569,68,train,spam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02570,4174,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_02571,3624,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02573,2377,train,spam,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02572,3483,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
sms_spam_02574,1124,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02575,85,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
sms_spam_02577,2449,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02576,1643,train,ham,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
sms_spam_02579,5098,train,spam,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
sms_spam_02578,2118,test,spam,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0
sms_spam_02580,2964,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02581,3059,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02582,1408,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02583,2277,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02584,2956,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02585,2182,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02586,3498,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02587,4764,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02588,4472,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02589,1099,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02590,1487,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02592,1752,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
sms_spam_02591,1193,train,spam,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
sms_spam_02593,423,train,spam,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
sms_spam_02594,2372,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02595,3321,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
sms_spam_02596,5522,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02598,13,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02597,5027,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sms_spam_02599,2555,train,spam,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sms_spam_02600,2066,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sms_spam_02601,4403,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02602,3569,train,spam,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02604,1337,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02603,1749,test,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
sms_spam_02605,2846,train,spam,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
sms_spam_02606,129,test,ham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02607,305,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02608,3919,train,spam,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02609,1774,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02610,3000,train,spam,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_02611,686,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02612,3052,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
sms_spam_02613,500,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02615,1003,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02614,2532,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02616,531,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_02617,2537,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02619,5275,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02618,2693,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02620,2416,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02621,21,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02622,585,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02623,1544,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sms_spam_02624,26,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02625,937,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_02626,482,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02627,1528,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02628,4495,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02629,1662,train,spam,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
sms_spam_02630,1964,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02631,2530,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02633,4740,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02632,2888,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02634,3042,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02635,1653,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02636,1444,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02637,2060,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02639,1766,test,spam,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
sms_spam_02638,1453,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02640,2229,train,ham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_02641,3581,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02642,5121,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02643,3303,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
sms_spam_02645,2403,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
sms_spam_02644,4365,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02646,5531,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02648,1831,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02647,5172,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
sms_spam_02649,536,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02650,1953,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
sms_spam_02651,5485,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02652,1289,train,ham,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sms_spam_02653,1531,test,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
sms_spam_02654,1119,test,spam,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
sms_spam_02655,4183,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02656,742,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02657,2205,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02659,920,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02660,2390,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
sms_spam_02661,5413,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02658,5512,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02662,2467,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02663,4708,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02664,4368,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02666,3482,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02665,4170,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
sms_spam_02667,5300,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02669,622,train,ham,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1
sms_spam_02668,3715,train,ham,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_02670,3451,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_02672,5262,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02671,4125,train,spam,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
sms_spam_02673,1178,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02674,1130,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02675,1102,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02676,3245,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02677,4536,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02678,4082,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02679,3515,train,ham,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02681,3065,test,spam,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_02680,4300,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
sms_spam_02682,2576,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02684,969,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02683,56,train,spam,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02686,2511,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02685,1204,train,spam,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
sms_spam_02687,3341,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02688,3381,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02689,2378,train,ham,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sms_spam_02690,4859,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02691,3954,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02693,3975,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02692,1567,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02694,382,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02695,510,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02696,800,test,spam,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0
sms_spam_02698,1707,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02697,602,test,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02699,4834,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02700,4109,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02701,2289,train,spam,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_02702,625,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02703,4056,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
sms_spam_02704,4326,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02705,749,train,ham,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
sms_spam_02706,2650,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02708,2907,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02709,836,train,spam,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_02707,169,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02710,5235,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02711,3094,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02712,2027,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02713,1429,test,spam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_02715,2224,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02714,3656,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02716,2800,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02717,4901,train,spam,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02718,5293,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02719,80,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02721,5123,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02720,4726,train,spam,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
sms_spam_02722,2715,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02723,795,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02724,273,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02725,2156,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02726,317,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02727,808,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02728,877,test,spam,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
sms_spam_02729,2554,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02731,4939,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02732,5231,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02730,3930,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02733,664,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02734,3896,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02735,3978,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
sms_spam_02736,266,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02737,1023,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
sms_spam_02738,248,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02739,3886,train,ham,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_02741,3239,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02740,2905,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
sms_spam_02742,4811,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_02745,2936,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_02743,1859,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_02744,311,train,spam,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
