id,source_id,split,label,mentions_disaster_type,reports_event_occurrence,describes_threat_or_danger,mentions_cause_or_trigger,mentions_location,mentions_time_or_recency,includes_source_or_report,first_person_witnessing,mentions_casualties_or_injuries,mentions_property_damage,mentions_infrastructure_disruption,mentions_scale_or_intensity,calls_for_help,mentions_rescue_or_emergency_services,mentions_evacuation_or_shelter,gives_safety_instruction,uses_metaphor_or_idiom,refers_to_entertainment_or_sports,expresses_joke_or_sarcasm,discusses_non_event_context
disaster_02791,664,train,real disaster,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02794,4985,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02797,1415,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02798,8572,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02795,244,test,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02796,1181,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02799,5273,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02800,9639,train,real disaster,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
disaster_02803,669,train,not disaster,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02801,1023,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02802,6670,train,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02804,6335,train,real disaster,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02805,100,train,not disaster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02807,3738,train,not disaster,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
disaster_02806,10659,train,not disaster,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02811,10446,test,real disaster,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
disaster_02808,7744,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02809,1052,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02810,7888,train,real disaster,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
disaster_02812,2507,train,real disaster,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02813,173,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02815,637,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02816,9965,train,not disaster,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02818,4050,train,real disaster,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
disaster_02817,5553,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02819,1535,train,real disaster,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02820,3696,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02821,8133,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
disaster_02823,8234,test,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02822,1927,train,real disaster,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
disaster_02824,6601,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02825,8558,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
disaster_02826,3588,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02829,3266,train,not disaster,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02828,5418,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
disaster_02830,1145,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02827,5075,train,real disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02832,10076,train,real disaster,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02831,6787,test,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02814,9581,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02833,3658,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02834,56,test,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
disaster_02835,10860,train,real disaster,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
disaster_02838,3766,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02837,8015,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02839,6339,test,real disaster,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_02840,10399,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
disaster_02843,2364,test,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_02836,5018,train,real disaster,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02844,8862,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02845,5815,train,real disaster,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
disaster_02842,8149,train,real disaster,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
disaster_02841,1473,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02846,7640,train,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02847,4175,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02848,3906,train,real disaster,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02849,3019,train,not disaster,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02851,4601,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02850,9563,train,not disaster,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02852,7473,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_02853,2910,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02854,7196,test,not disaster,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02855,10126,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02857,3346,train,not disaster,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
disaster_02859,9083,train,real disaster,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02861,9143,train,real disaster,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02860,1709,test,real disaster,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_02858,5141,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02863,5154,train,real disaster,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02856,1440,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02862,8215,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
disaster_02864,2049,train,real disaster,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_02865,8846,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02866,7771,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02867,8419,train,real disaster,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02868,5836,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02870,2001,test,real disaster,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02873,8461,test,not disaster,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
disaster_02872,6392,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02875,3210,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02869,8278,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02876,8496,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02871,10247,train,real disaster,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
disaster_02878,3152,train,real disaster,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02877,48,test,real disaster,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_02874,4350,train,real disaster,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02879,2376,train,not disaster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02884,8135,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02883,2757,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02880,5781,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02881,4872,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02885,6464,train,real disaster,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
disaster_02886,1080,test,not disaster,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02882,5932,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02887,1617,train,real disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_02889,10490,train,not disaster,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
disaster_02890,6864,test,real disaster,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
disaster_02888,8933,train,not disaster,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02892,7330,train,not disaster,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02891,2031,train,real disaster,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02893,5339,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_02895,6920,test,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02898,2081,train,real disaster,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02897,7719,train,not disaster,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
disaster_02894,9239,train,real disaster,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02900,2139,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02896,8774,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
disaster_02901,6019,test,real disaster,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02905,8761,train,real disaster,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
disaster_02902,9885,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02903,4117,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02899,3435,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02904,7565,test,real disaster,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_02906,4232,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02908,10590,train,real disaster,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02909,1572,train,not disaster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02911,6092,train,not disaster,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
disaster_02910,6721,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02912,1661,train,real disaster,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02913,8120,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02914,8575,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02916,10191,train,real disaster,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02915,499,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02907,6885,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02918,5381,train,real disaster,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_02917,3136,train,real disaster,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02920,5280,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
disaster_02924,6499,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02922,736,train,real disaster,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02925,7421,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02923,4565,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
disaster_02926,5248,train,real disaster,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02927,7548,train,real disaster,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_02919,674,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02928,8806,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
disaster_02930,82,test,not disaster,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02929,6445,train,real disaster,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
disaster_02931,1768,train,real disaster,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_02921,469,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_02932,6440,train,real disaster,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_02937,472,train,not disaster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02936,4911,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02935,10789,test,not disaster,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
disaster_02938,1447,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02934,8418,train,real disaster,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02939,2552,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02941,1243,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02942,2730,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02940,2432,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_02943,5213,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02945,9093,train,not disaster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02946,1043,train,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02944,8508,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02947,7088,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02948,5256,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
disaster_02949,2575,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02950,7312,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02953,5231,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02951,2642,train,not disaster,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02952,704,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02955,3475,test,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02954,2339,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02956,5744,train,real disaster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02957,5949,train,not disaster,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02933,8830,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02958,9060,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02959,5220,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02962,1113,train,not disaster,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02963,8768,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02961,2064,train,not disaster,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02960,8881,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02964,6862,train,not disaster,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
disaster_02966,9482,train,real disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02965,10001,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02967,10620,train,real disaster,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
disaster_02969,5209,train,real disaster,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
disaster_02968,9075,train,real disaster,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02970,6265,train,not disaster,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02971,2936,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_02976,9263,test,real disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02972,2398,train,real disaster,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_02974,6807,train,not disaster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02975,4141,test,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02973,7969,train,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_02978,2863,train,real disaster,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_02979,3569,train,not disaster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02977,3122,train,real disaster,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02981,3039,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02980,5799,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_02983,5927,train,not disaster,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disaster_02982,4019,train,real disaster,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_02984,503,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02985,74,train,real disaster,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_02989,4779,train,real disaster,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
disaster_02987,1282,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02986,10433,train,real disaster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02988,6103,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02991,1910,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_02990,9761,train,not disaster,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
disaster_02992,9395,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02993,6841,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_02995,8522,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
disaster_02996,8028,train,real disaster,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
disaster_02998,9206,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_02999,1204,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_03001,1279,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_02994,4374,train,real disaster,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
disaster_02997,4309,train,real disaster,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_03003,3953,train,not disaster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_03000,1177,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_03004,4314,train,not disaster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_03006,1493,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_03005,2083,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_03009,10593,test,real disaster,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
disaster_03002,8598,train,real disaster,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_03008,3085,train,not disaster,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
disaster_03010,2191,train,real disaster,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_03013,3598,train,real disaster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_03011,8692,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_03012,3549,train,real disaster,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_03015,8236,train,not disaster,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_03007,2777,train,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_03016,5403,train,real disaster,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_03017,9156,train,real disaster,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_03014,2462,train,not disaster,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_03018,5812,train,real disaster,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
disaster_03019,6202,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
disaster_03021,8254,train,real disaster,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_03022,3097,train,real disaster,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
disaster_03020,8098,train,not disaster,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
disaster_03024,4233,train,real disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_03025,4978,train,real disaster,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_03023,7551,train,real disaster,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_03026,1112,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_03028,7630,test,not disaster,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_03027,5106,test,real disaster,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
disaster_03029,4327,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_03031,3048,train,not disaster,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
disaster_03030,6087,train,not disaster,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
disaster_03035,6466,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_03033,4881,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
