id,source_id,split,label
ade_01597,train_12794,train,ade
ade_01598,test_2566,test,ade
ade_01599,train_5434,test,non_ade
ade_01600,train_11480,train,non_ade
ade_01601,train_14700,test,non_ade
ade_01602,train_596,train,non_ade
ade_01603,train_17353,train,non_ade
ade_01604,test_3200,train,non_ade
ade_01605,train_9607,train,ade
ade_01606,test_3476,test,non_ade
ade_01607,train_3149,train,non_ade
ade_01608,train_8651,train,non_ade
ade_01609,train_1964,test,non_ade
ade_01610,train_9764,train,non_ade
ade_01611,train_6328,train,ade
ade_01612,train_12509,train,non_ade
ade_01613,test_5343,train,non_ade
ade_01614,train_15241,test,ade
ade_01615,test_964,train,ade
ade_01616,test_5540,train,non_ade
ade_01617,train_15343,train,non_ade
ade_01618,train_16914,train,non_ade
ade_01619,train_1382,train,non_ade
ade_01620,train_2191,train,ade
ade_01621,train_15344,train,non_ade
ade_01622,test_972,train,non_ade
ade_01623,train_7316,train,non_ade
ade_01624,test_157,train,non_ade
ade_01625,test_2531,train,non_ade
ade_01626,train_11520,train,ade
ade_01627,train_5687,train,ade
ade_01628,train_498,train,non_ade
ade_01629,train_8599,test,non_ade
ade_01630,train_3731,test,non_ade
ade_01631,train_16357,train,non_ade
ade_01632,train_16881,train,non_ade
ade_01633,train_1413,train,non_ade
ade_01634,train_17136,test,ade
ade_01635,train_4661,train,non_ade
ade_01636,test_2253,train,non_ade
ade_01637,train_17162,train,ade
ade_01638,train_5317,test,non_ade
ade_01639,train_6189,test,non_ade
ade_01640,train_11784,train,non_ade
ade_01641,test_4467,train,non_ade
ade_01642,train_5118,train,ade
ade_01643,train_14659,train,non_ade
ade_01644,test_321,train,ade
ade_01645,train_14149,train,non_ade
ade_01646,test_5125,train,non_ade
ade_01647,train_570,test,non_ade
ade_01648,train_5243,train,non_ade
ade_01649,train_8351,train,non_ade
ade_01650,train_3028,train,non_ade
ade_01651,train_8380,test,non_ade
ade_01652,train_9252,train,non_ade
ade_01653,train_12061,train,non_ade
ade_01654,train_4136,train,non_ade
ade_01655,train_16796,test,ade
ade_01656,train_3876,test,non_ade
ade_01657,train_7506,test,non_ade
ade_01658,train_11609,train,non_ade
ade_01659,train_4907,test,non_ade
ade_01660,train_7496,train,non_ade
ade_01661,test_555,train,non_ade
ade_01662,test_4859,train,non_ade
ade_01663,train_3999,train,non_ade
ade_01664,train_6065,test,non_ade
ade_01665,train_7709,train,non_ade
ade_01666,train_5979,train,non_ade
ade_01667,test_551,train,ade
ade_01668,train_6648,train,non_ade
ade_01669,train_9532,test,non_ade
ade_01670,test_4178,train,non_ade
ade_01671,test_4682,train,non_ade
ade_01672,train_1719,test,non_ade
ade_01673,test_306,test,non_ade
ade_01674,train_1263,test,ade
ade_01675,test_3776,train,non_ade
ade_01676,train_6413,train,non_ade
ade_01677,test_4647,train,ade
ade_01678,test_2271,train,ade
ade_01679,train_968,test,ade
ade_01680,test_396,test,non_ade
ade_01681,train_4144,test,non_ade
ade_01682,test_2940,train,non_ade
ade_01683,train_6411,test,non_ade
ade_01684,train_750,train,non_ade
ade_01685,train_10213,train,non_ade
ade_01686,train_8263,train,non_ade
ade_01687,test_3976,train,non_ade
ade_01688,test_3627,test,non_ade
ade_01689,test_1791,train,non_ade
ade_01690,train_9760,train,non_ade
ade_01691,test_646,train,ade
ade_01692,train_10435,train,non_ade
ade_01693,train_8519,train,ade
ade_01694,train_17396,train,non_ade
ade_01695,train_4613,train,non_ade
ade_01696,test_3931,train,non_ade
ade_01697,train_2855,test,ade
ade_01698,train_9750,train,non_ade
ade_01699,train_4499,train,non_ade
ade_01700,train_8332,train,non_ade
ade_01701,train_16709,train,ade
ade_01702,train_4387,train,non_ade
ade_01703,train_770,train,ade
ade_01704,train_7718,test,non_ade
ade_01705,train_14506,train,non_ade
ade_01706,train_2690,train,non_ade
ade_01707,train_4317,train,ade
ade_01708,train_7253,train,non_ade
ade_01709,test_5538,train,non_ade
ade_01710,train_13916,train,ade
ade_01711,test_1980,test,non_ade
ade_01712,train_8096,train,non_ade
ade_01713,test_1677,train,non_ade
ade_01714,test_4665,train,non_ade
ade_01715,train_4269,test,ade
ade_01716,train_15238,train,non_ade
ade_01717,train_8147,train,non_ade
ade_01718,train_8025,train,non_ade
ade_01719,train_1975,test,non_ade
ade_01720,train_3312,train,non_ade
ade_01721,test_4247,train,non_ade
ade_01722,test_2962,train,non_ade
ade_01723,train_5732,train,non_ade
ade_01724,train_13241,train,non_ade
ade_01725,train_3033,train,non_ade
ade_01726,test_1565,train,non_ade
ade_01727,train_5692,test,non_ade
ade_01728,test_5179,test,non_ade
ade_01729,train_5996,train,non_ade
ade_01730,train_9831,test,non_ade
ade_01731,test_1404,test,non_ade
ade_01732,train_12758,test,non_ade
ade_01733,train_16799,test,ade
ade_01734,test_3001,test,non_ade
ade_01735,train_185,train,non_ade
ade_01736,train_11643,train,non_ade
ade_01737,train_1893,train,non_ade
ade_01738,test_4307,train,non_ade
ade_01739,test_5201,train,non_ade
ade_01740,test_1091,train,non_ade
ade_01741,train_13635,train,non_ade
ade_01742,train_10781,test,non_ade
ade_01743,train_15937,train,non_ade
ade_01744,train_7230,train,ade
ade_01745,train_16351,test,ade
ade_01746,train_16983,train,non_ade
ade_01747,train_6214,train,ade
ade_01748,train_13977,train,non_ade
ade_01749,train_7763,test,non_ade
ade_01750,train_17364,test,ade
ade_01751,test_112,train,non_ade
ade_01752,train_17143,train,non_ade
ade_01753,train_14297,train,non_ade
ade_01754,train_6030,train,non_ade
ade_01755,test_3278,train,non_ade
ade_01756,test_2172,train,non_ade
ade_01757,train_9381,train,non_ade
ade_01758,train_8242,train,non_ade
ade_01759,train_7925,train,non_ade
ade_01760,test_4916,train,non_ade
ade_01761,train_15455,train,non_ade
ade_01762,train_8282,test,non_ade
ade_01763,train_17553,train,ade
ade_01764,train_2342,train,non_ade
ade_01765,test_1193,train,non_ade
ade_01766,train_3613,train,non_ade
ade_01767,train_11703,train,ade
ade_01768,test_5158,test,non_ade
ade_01769,train_4839,train,non_ade
ade_01770,train_5952,test,non_ade
ade_01771,train_13149,train,ade
ade_01772,train_12491,train,non_ade
ade_01773,train_2225,train,non_ade
ade_01774,train_16819,train,non_ade
ade_01775,train_15485,train,non_ade
ade_01776,train_4623,train,non_ade
ade_01777,train_5310,train,non_ade
ade_01778,train_6226,test,non_ade
ade_01779,train_8287,test,non_ade
ade_01780,test_4931,train,non_ade
ade_01781,train_4588,test,ade
ade_01782,test_2074,test,non_ade
ade_01783,train_16138,train,ade
ade_01784,train_10038,train,ade
ade_01785,train_2692,train,non_ade
ade_01786,train_16654,train,non_ade
ade_01787,train_5272,train,ade
ade_01788,train_4353,train,non_ade
ade_01789,test_1727,train,non_ade
ade_01790,train_9651,train,ade
ade_01791,train_12947,train,ade
ade_01792,train_10494,train,non_ade
ade_01793,train_11249,train,ade
ade_01794,test_1674,test,ade
ade_01795,train_6855,train,non_ade
ade_01796,test_689,test,non_ade
ade_01797,test_3393,train,non_ade
ade_01798,train_788,train,ade
ade_01799,train_578,train,ade
ade_01800,train_16101,train,ade
ade_01801,train_16798,train,non_ade
ade_01802,train_1169,train,non_ade
ade_01803,train_13676,train,non_ade
ade_01804,train_13956,train,non_ade
ade_01805,test_2475,train,non_ade
ade_01806,train_10268,train,non_ade
ade_01807,test_4706,train,non_ade
ade_01808,test_5754,test,non_ade
ade_01809,train_6934,train,non_ade
ade_01810,train_3385,test,non_ade
ade_01811,train_9541,test,non_ade
ade_01812,test_4735,train,non_ade
ade_01813,train_14517,test,non_ade
ade_01814,train_1215,train,non_ade
ade_01815,train_16745,train,non_ade
ade_01816,train_9364,test,ade
ade_01817,train_5051,train,non_ade
ade_01818,train_2278,train,non_ade
ade_01819,train_13448,train,non_ade
ade_01820,train_9556,test,non_ade
ade_01821,train_1518,train,non_ade
ade_01822,train_8454,train,non_ade
ade_01823,train_3407,train,non_ade
ade_01824,train_4283,train,non_ade
ade_01825,train_1132,test,ade
ade_01826,train_3347,train,ade
ade_01827,train_10934,train,non_ade
ade_01828,train_2659,train,non_ade
ade_01829,train_12336,train,non_ade
ade_01830,train_12453,train,non_ade
ade_01831,test_2004,train,non_ade
ade_01832,train_7816,train,non_ade
ade_01833,train_12394,train,non_ade
ade_01834,train_13349,train,non_ade
ade_01835,train_5518,train,non_ade
ade_01836,train_10789,train,non_ade
ade_01837,train_3602,train,non_ade
ade_01838,train_13893,train,non_ade
ade_01839,train_3791,train,non_ade
ade_01840,train_3055,train,non_ade
ade_01841,train_3135,train,non_ade
ade_01842,train_11370,train,non_ade
ade_01843,test_1612,train,non_ade
ade_01844,train_4010,train,non_ade
ade_01845,train_906,test,non_ade
ade_01846,train_2945,train,non_ade
ade_01847,train_10727,train,non_ade
ade_01848,test_170,test,non_ade
ade_01849,train_8622,train,non_ade
ade_01850,train_11060,test,non_ade
ade_01851,train_13212,train,non_ade
ade_01852,train_9667,train,non_ade
ade_01853,train_14560,train,non_ade
ade_01854,test_3207,train,non_ade
ade_01855,train_1578,train,non_ade
ade_01856,test_2336,train,non_ade
ade_01857,test_4485,train,non_ade
ade_01858,train_3766,train,ade
ade_01859,test_3547,train,non_ade
ade_01860,train_7028,train,ade
ade_01861,test_1574,train,non_ade
ade_01862,train_12188,train,non_ade
ade_01863,train_5351,test,non_ade
ade_01864,test_3282,train,non_ade
ade_01865,train_17597,train,non_ade
ade_01866,test_1507,test,ade
ade_01867,train_5691,test,non_ade
ade_01868,test_875,test,ade
ade_01869,train_14637,train,non_ade
ade_01870,test_3050,train,non_ade
ade_01871,train_16957,test,non_ade
ade_01872,train_5777,train,non_ade
ade_01873,test_4988,train,non_ade
ade_01874,train_451,train,non_ade
ade_01875,train_14968,train,non_ade
ade_01876,test_4978,train,non_ade
ade_01877,train_2304,test,non_ade
ade_01878,train_16449,train,non_ade
ade_01879,train_14580,train,ade
ade_01880,train_3562,test,ade
ade_01881,test_4787,train,non_ade
ade_01882,test_4856,train,non_ade
ade_01883,train_11171,train,non_ade
ade_01884,train_2880,train,non_ade
ade_01885,train_9232,test,non_ade
ade_01886,train_12173,train,non_ade
ade_01887,train_4432,train,non_ade
ade_01888,train_6394,test,non_ade
ade_01889,train_16273,train,non_ade
ade_01890,test_5638,train,non_ade
ade_01891,train_5220,test,non_ade
ade_01892,train_15878,train,non_ade
ade_01893,train_16953,train,non_ade
ade_01894,test_4298,test,ade
ade_01895,train_16317,train,non_ade
ade_01896,train_10973,train,non_ade
ade_01897,train_10275,train,ade
ade_01898,train_2539,train,ade
ade_01899,train_1768,train,non_ade
ade_01900,train_12633,train,non_ade
ade_01901,test_3580,train,non_ade
ade_01902,test_5412,train,non_ade
ade_01903,train_13174,train,non_ade
ade_01904,train_5193,train,non_ade
ade_01905,test_2924,test,non_ade
ade_01906,train_2482,train,non_ade
ade_01907,train_12967,train,non_ade
ade_01908,train_7032,train,non_ade
ade_01909,test_2399,train,non_ade
ade_01910,train_8254,train,non_ade
ade_01911,train_7861,train,non_ade
ade_01912,train_10705,train,non_ade
ade_01913,train_8010,test,non_ade
ade_01914,train_5428,test,non_ade
ade_01915,train_10266,train,non_ade
ade_01916,train_5320,train,non_ade
ade_01917,train_4893,test,non_ade
ade_01918,train_17318,train,non_ade
ade_01919,train_16172,train,non_ade
ade_01920,train_17008,test,non_ade
ade_01921,train_5486,train,ade
ade_01922,train_10386,train,non_ade
ade_01923,train_5067,train,non_ade
ade_01924,train_7795,test,non_ade
ade_01925,test_2817,train,non_ade
ade_01926,train_7820,test,ade
ade_01927,train_649,train,non_ade
ade_01928,train_5251,train,non_ade
ade_01929,train_14942,train,ade
ade_01930,train_3163,test,non_ade
ade_01931,test_472,train,non_ade
ade_01932,test_1202,test,non_ade
ade_01933,train_3897,train,non_ade
ade_01934,train_4704,train,non_ade
ade_01935,train_5338,train,non_ade
ade_01936,train_5253,test,non_ade
ade_01937,train_9522,train,ade
ade_01938,train_4678,train,non_ade
ade_01939,train_6862,train,non_ade
ade_01940,test_4270,train,non_ade
ade_01941,test_5160,train,non_ade
ade_01942,train_7703,test,non_ade
ade_01943,train_12599,train,non_ade
ade_01944,test_4568,train,non_ade
ade_01945,test_5548,train,non_ade
ade_01946,train_1721,train,non_ade
ade_01947,train_12462,test,non_ade
ade_01948,train_3189,train,ade
ade_01949,train_9978,train,non_ade
ade_01950,test_1510,test,non_ade
ade_01951,test_1040,train,non_ade
ade_01952,train_13847,train,non_ade
ade_01953,train_8663,train,non_ade
ade_01954,test_2583,train,non_ade
ade_01955,train_10511,train,non_ade
ade_01956,train_7123,train,non_ade
ade_01957,test_801,train,non_ade
ade_01958,test_4243,train,non_ade
ade_01959,train_3128,train,ade
ade_01960,test_2282,train,ade
ade_01961,train_7068,train,non_ade
ade_01962,train_2507,train,ade
ade_01963,train_14652,train,non_ade
ade_01964,train_4219,train,non_ade
ade_01965,train_2964,train,ade
ade_01966,test_5628,train,non_ade
ade_01967,test_4378,train,ade
ade_01968,train_9176,train,ade
ade_01969,test_3494,train,non_ade
ade_01970,train_12376,train,ade
ade_01971,train_3155,test,non_ade
ade_01972,train_8260,train,non_ade
ade_01973,train_372,train,non_ade
ade_01974,train_13495,train,non_ade
ade_01975,train_7874,train,ade
ade_01976,test_350,train,non_ade
ade_01977,train_13489,train,non_ade
ade_01978,train_10553,train,ade
ade_01979,train_4384,train,non_ade
ade_01980,train_12068,train,non_ade
ade_01981,test_910,train,ade
ade_01982,train_12059,train,non_ade
ade_01983,test_1119,train,non_ade
ade_01984,train_652,train,ade
ade_01985,train_15691,train,non_ade
ade_01986,train_14481,train,non_ade
ade_01987,test_25,train,non_ade
ade_01988,train_15606,train,non_ade
ade_01989,train_8846,train,non_ade
ade_01990,train_2771,train,non_ade
ade_01991,train_7556,train,non_ade
ade_01992,train_11164,train,non_ade
ade_01993,test_410,test,non_ade
ade_01994,train_1989,train,non_ade
ade_01995,train_7979,train,non_ade
ade_01996,train_11566,train,non_ade
ade_01997,train_5102,train,non_ade
ade_01998,train_4146,train,non_ade
ade_01999,train_12235,train,non_ade
ade_02000,test_5050,train,non_ade
ade_02001,test_4459,train,non_ade
ade_02002,train_8827,train,non_ade
ade_02003,train_13242,train,non_ade
ade_02004,train_2796,train,non_ade
ade_02005,train_1484,train,non_ade
ade_02006,train_7202,train,non_ade
ade_02007,train_12669,test,ade
ade_02008,train_13506,train,non_ade
ade_02009,train_2568,train,ade
ade_02010,train_3918,train,non_ade
ade_02011,train_16942,test,non_ade
ade_02012,train_13022,train,ade
ade_02013,train_10313,train,non_ade
ade_02014,train_15967,train,non_ade
ade_02015,train_10752,train,non_ade
ade_02016,train_4141,train,ade
ade_02017,train_17043,train,non_ade
ade_02018,train_16485,train,non_ade
ade_02019,train_14389,train,non_ade
ade_02020,train_8216,train,non_ade
ade_02021,train_11795,train,ade
ade_02022,train_11233,train,non_ade
ade_02023,train_5707,train,non_ade
ade_02024,test_391,train,non_ade
ade_02025,train_12951,train,non_ade
ade_02026,train_2951,train,non_ade
ade_02027,train_13965,train,non_ade
ade_02028,train_5315,test,non_ade
ade_02029,train_10125,train,ade
ade_02030,train_6761,test,non_ade
ade_02031,train_5494,test,non_ade
ade_02032,test_5174,train,ade
ade_02033,train_8403,train,ade
ade_02034,train_13562,train,non_ade
ade_02035,train_296,train,ade
ade_02036,train_12741,train,ade
ade_02037,train_3423,train,non_ade
ade_02038,train_2543,train,non_ade
ade_02039,test_164,train,non_ade
ade_02040,train_14154,train,non_ade
ade_02041,train_7953,test,ade
ade_02042,test_3687,train,non_ade
ade_02043,train_9416,train,non_ade
ade_02044,train_12969,train,non_ade
ade_02045,train_11138,train,non_ade
ade_02046,train_10907,train,non_ade
ade_02047,train_11920,train,ade
ade_02048,train_2357,train,non_ade
ade_02049,test_4629,train,non_ade
ade_02050,train_12873,train,non_ade
ade_02051,train_13115,test,non_ade
ade_02052,train_7086,train,non_ade
ade_02053,train_9717,test,non_ade
ade_02054,train_15760,train,non_ade
ade_02055,train_3949,train,non_ade
ade_02056,train_1774,train,non_ade
ade_02057,train_1614,train,ade
ade_02058,train_6497,train,ade
ade_02059,train_17084,train,non_ade
ade_02060,test_3895,train,ade
ade_02061,train_13687,test,non_ade
ade_02062,test_3652,test,ade
ade_02063,train_12455,test,non_ade
ade_02064,train_7484,test,non_ade
ade_02065,train_4622,test,ade
ade_02066,test_1526,test,non_ade
ade_02067,train_12847,train,non_ade
ade_02068,train_4250,train,ade
ade_02069,train_17589,train,non_ade
ade_02070,test_804,train,non_ade
ade_02071,train_16438,train,non_ade
ade_02072,test_980,test,ade
ade_02073,train_5809,test,non_ade
ade_02074,train_11013,train,non_ade
ade_02075,train_7513,train,ade
ade_02076,train_875,test,ade
ade_02077,train_8556,train,ade
ade_02078,test_3881,test,non_ade
ade_02079,train_9479,train,non_ade
ade_02080,train_16109,test,ade
ade_02081,train_7906,train,non_ade
ade_02082,train_9046,train,non_ade
ade_02083,train_17078,train,non_ade
ade_02084,train_4396,test,non_ade
ade_02085,test_4789,train,non_ade
ade_02086,test_249,test,non_ade
ade_02087,test_5530,train,non_ade
ade_02088,test_2701,test,non_ade
ade_02089,train_13490,train,non_ade
ade_02090,test_3346,train,ade
ade_02091,train_11486,train,non_ade
ade_02092,test_1110,train,non_ade
ade_02093,test_5063,train,non_ade
ade_02094,test_739,train,non_ade
ade_02095,train_4991,train,non_ade
ade_02096,test_141,train,ade
ade_02097,test_5113,train,non_ade
ade_02098,train_6467,test,non_ade
ade_02099,test_3244,train,non_ade
ade_02100,train_17496,train,non_ade
ade_02101,train_10169,train,ade
ade_02102,train_16063,train,non_ade
ade_02103,test_450,train,non_ade
ade_02104,train_14055,train,ade
ade_02105,train_4530,train,non_ade
ade_02106,test_4869,train,non_ade
ade_02107,train_15576,train,non_ade
ade_02108,train_9101,test,non_ade
ade_02109,train_9744,train,ade
ade_02110,train_10616,test,non_ade
ade_02111,test_518,train,non_ade
ade_02112,train_15497,test,non_ade
ade_02113,train_9606,train,non_ade
ade_02114,test_3303,test,ade
ade_02115,train_1442,train,ade
ade_02116,train_9517,test,ade
ade_02117,train_6892,train,non_ade
ade_02118,train_755,train,ade
ade_02119,train_14636,test,ade
ade_02120,test_2730,train,non_ade
ade_02121,test_3201,train,non_ade
ade_02122,train_17478,train,non_ade
ade_02123,test_78,train,non_ade
ade_02124,train_502,train,non_ade
ade_02125,train_4292,train,non_ade
ade_02126,test_2306,train,non_ade
ade_02127,train_3635,test,non_ade
ade_02128,train_4920,train,non_ade
ade_02129,train_14759,test,non_ade
ade_02130,train_12076,train,non_ade
ade_02131,train_1627,train,non_ade
ade_02132,train_8228,train,ade
ade_02133,test_954,train,ade
ade_02134,train_4684,train,ade
ade_02135,train_1438,train,ade
ade_02136,train_6955,train,non_ade
ade_02137,test_4791,train,non_ade
ade_02138,train_12690,train,non_ade
ade_02139,train_8553,train,non_ade
ade_02140,train_5080,test,ade
ade_02141,train_13829,train,non_ade
ade_02142,train_9483,test,non_ade
ade_02143,test_1079,train,non_ade
ade_02144,train_11406,train,ade
ade_02145,train_16282,test,non_ade
ade_02146,test_5797,test,non_ade
ade_02147,test_3458,train,non_ade
ade_02148,train_298,test,non_ade
ade_02149,train_5452,train,non_ade
ade_02150,test_4295,train,ade
ade_02151,test_1951,train,ade
ade_02152,test_1090,test,non_ade
ade_02153,train_14757,train,non_ade
ade_02154,test_2549,train,non_ade
ade_02155,train_16679,train,non_ade
ade_02156,train_13848,train,non_ade
ade_02157,train_7088,test,non_ade
ade_02158,train_3373,train,non_ade
ade_02159,train_4855,train,ade
ade_02160,train_15737,test,non_ade
ade_02161,train_12879,test,non_ade
ade_02162,train_12949,test,non_ade
ade_02163,train_3709,train,ade
ade_02164,test_348,train,non_ade
ade_02165,train_1813,train,non_ade
ade_02166,train_16753,train,non_ade
ade_02167,train_15809,test,non_ade
ade_02168,train_13990,train,non_ade
ade_02169,train_7337,train,ade
ade_02170,train_13402,train,non_ade
ade_02171,train_7150,train,ade
ade_02172,train_13171,test,ade
ade_02173,train_219,train,non_ade
ade_02174,train_4735,train,non_ade
ade_02175,train_14903,train,non_ade
ade_02176,train_6840,train,non_ade
ade_02177,test_1080,train,non_ade
ade_02178,train_1573,test,ade
ade_02179,test_158,train,non_ade
ade_02180,test_1156,train,non_ade
ade_02181,test_588,train,non_ade
ade_02182,train_9927,train,non_ade
ade_02183,train_16140,train,non_ade
ade_02184,train_11409,train,ade
ade_02185,test_976,train,non_ade
ade_02186,train_10732,train,non_ade
ade_02187,test_4144,train,ade
ade_02188,test_4460,train,non_ade
ade_02189,train_585,train,non_ade
ade_02190,train_13834,train,ade
ade_02191,test_1145,train,non_ade
ade_02192,test_1318,train,ade
ade_02193,train_13204,train,ade
ade_02194,test_3492,train,non_ade
ade_02195,train_16806,test,ade
ade_02196,train_36,train,non_ade
ade_02197,test_3958,train,ade
ade_02198,train_870,train,non_ade
ade_02199,train_14500,train,ade
ade_02200,train_16650,test,non_ade
ade_02201,test_3957,train,non_ade
ade_02202,test_3743,train,non_ade
ade_02203,train_1979,train,non_ade
ade_02204,test_3798,train,non_ade
ade_02205,train_7629,train,non_ade
ade_02206,train_10475,train,non_ade
ade_02207,train_13172,test,non_ade
ade_02208,train_13439,test,non_ade
ade_02209,test_805,train,non_ade
ade_02210,train_558,train,non_ade
ade_02211,train_4479,train,ade
ade_02212,test_3480,train,non_ade
ade_02213,train_8888,train,non_ade
ade_02214,test_3755,test,non_ade
ade_02215,test_3593,train,non_ade
ade_02216,train_14917,test,non_ade
ade_02217,test_513,train,non_ade
ade_02218,test_280,train,non_ade
ade_02219,train_5250,train,non_ade
ade_02220,train_208,test,non_ade
ade_02221,test_4163,train,non_ade
ade_02222,train_630,train,ade
ade_02223,train_4115,train,non_ade
ade_02224,train_17492,train,non_ade
ade_02225,train_6119,test,non_ade
ade_02226,train_16475,train,non_ade
ade_02227,train_454,train,ade
ade_02228,train_2196,train,ade
ade_02229,train_10914,train,non_ade
ade_02230,train_5471,train,non_ade
ade_02231,test_4785,test,ade
ade_02232,train_1852,train,ade
ade_02233,train_7189,train,non_ade
ade_02234,train_4230,train,non_ade
ade_02235,test_3054,train,non_ade
ade_02236,train_6153,train,non_ade
ade_02237,train_12823,train,non_ade
ade_02238,train_363,test,non_ade
ade_02239,train_10058,train,non_ade
ade_02240,train_14641,test,non_ade
ade_02241,train_882,train,non_ade
ade_02242,train_6459,test,non_ade
ade_02243,train_13636,train,non_ade
ade_02244,train_2430,train,non_ade
ade_02245,test_140,train,non_ade
ade_02246,test_181,train,non_ade
ade_02247,train_2100,train,ade
ade_02248,train_16771,train,non_ade
ade_02249,test_3091,train,non_ade
ade_02250,test_4124,train,non_ade
ade_02251,train_1712,train,ade
ade_02252,train_3768,train,ade
ade_02253,test_2277,test,non_ade
ade_02254,train_4158,test,non_ade
ade_02255,train_10134,train,non_ade
ade_02256,test_4198,train,non_ade
ade_02257,test_3304,train,non_ade
ade_02258,test_2870,train,ade
ade_02259,train_8951,train,non_ade
ade_02260,test_4829,train,non_ade
ade_02261,train_8483,test,ade
ade_02262,train_7725,train,ade
ade_02263,test_4828,train,non_ade
ade_02264,test_3461,train,non_ade
ade_02265,test_824,train,ade
ade_02266,train_10620,train,non_ade
ade_02267,train_11225,train,non_ade
ade_02268,train_1830,train,ade
ade_02269,train_6102,test,non_ade
ade_02270,train_15435,test,non_ade
ade_02271,train_1827,test,non_ade
ade_02272,train_17431,train,non_ade
ade_02273,train_12884,train,non_ade
ade_02274,test_678,train,non_ade
ade_02275,test_452,train,non_ade
ade_02276,train_15199,train,non_ade
ade_02277,train_654,train,non_ade
ade_02278,train_119,train,ade
ade_02279,train_9842,test,ade
ade_02280,train_716,train,non_ade
ade_02281,train_16641,test,non_ade
ade_02282,train_7649,train,ade
ade_02283,train_1392,train,non_ade
ade_02284,train_7134,train,non_ade
ade_02285,train_2399,train,non_ade
ade_02286,train_8906,train,ade
ade_02287,train_1430,train,ade
ade_02288,test_2161,test,non_ade
ade_02289,train_14875,train,non_ade
ade_02290,train_10643,train,non_ade
ade_02291,test_670,train,non_ade
ade_02292,train_6708,train,non_ade
ade_02293,train_2199,train,ade
ade_02294,test_3604,train,non_ade
ade_02295,train_16737,train,non_ade
ade_02296,test_4074,train,ade
ade_02297,test_2464,test,ade
ade_02298,train_94,train,non_ade
ade_02299,test_3559,train,ade
ade_02300,train_13728,train,non_ade
ade_02301,train_9871,train,non_ade
ade_02302,train_7384,train,non_ade
ade_02303,test_3530,train,non_ade
ade_02304,train_8004,train,non_ade
ade_02305,train_1253,train,ade
ade_02306,test_457,train,non_ade
ade_02307,test_5146,train,non_ade
ade_02308,train_2757,train,ade
ade_02309,train_2924,test,non_ade
ade_02310,test_777,train,non_ade
ade_02311,train_16705,train,non_ade
ade_02312,test_5674,test,non_ade
ade_02313,train_2258,train,ade
ade_02314,train_4963,train,non_ade
ade_02315,test_1111,train,non_ade
ade_02316,train_13379,train,non_ade
ade_02317,test_5223,train,non_ade
ade_02318,train_13996,train,non_ade
ade_02319,train_14681,train,ade
ade_02320,train_62,train,ade
ade_02321,train_12810,train,ade
ade_02322,train_13601,train,non_ade
ade_02323,test_3384,test,non_ade
ade_02324,train_11118,train,ade
ade_02325,train_3750,test,ade
ade_02326,train_37,test,non_ade
ade_02327,train_1194,train,non_ade
ade_02328,train_4163,train,non_ade
ade_02329,train_9692,test,non_ade
ade_02330,train_4427,train,non_ade
ade_02331,train_10422,train,non_ade
ade_02332,train_370,train,non_ade
ade_02333,train_16788,train,non_ade
ade_02334,train_6067,train,non_ade
ade_02335,train_5265,train,ade
ade_02336,test_5647,train,non_ade
ade_02337,train_17613,train,ade
ade_02338,train_5282,train,non_ade
ade_02339,train_5506,train,non_ade
ade_02340,test_4987,train,non_ade
ade_02341,train_9810,test,non_ade
ade_02342,test_1184,train,non_ade
ade_02343,train_8464,train,non_ade
ade_02344,train_14076,test,non_ade
ade_02345,train_9036,train,non_ade
ade_02346,train_11434,train,ade
ade_02347,train_5469,train,ade
ade_02348,train_1525,train,non_ade
ade_02349,test_2961,train,non_ade
ade_02350,test_4927,train,non_ade
ade_02351,train_10411,train,non_ade
ade_02352,train_14748,train,non_ade
ade_02353,test_2629,test,non_ade
ade_02354,train_11414,train,non_ade
ade_02355,train_15647,train,non_ade
ade_02356,train_3359,train,non_ade
ade_02357,train_10765,train,non_ade
ade_02358,train_3073,train,ade
ade_02359,train_3221,train,non_ade
ade_02360,train_5781,train,non_ade
ade_02361,train_542,train,non_ade
ade_02362,train_15404,train,non_ade
ade_02363,train_11000,test,non_ade
ade_02364,train_14694,train,non_ade
ade_02365,train_11348,train,ade
ade_02366,train_5408,train,non_ade
ade_02367,train_2891,train,ade
ade_02368,train_14086,train,non_ade
ade_02369,train_6044,train,ade
ade_02370,test_3586,train,ade
ade_02371,train_15051,train,non_ade
ade_02372,test_5425,train,non_ade
ade_02373,train_13105,train,non_ade
ade_02374,train_10991,test,ade
ade_02375,train_10138,train,non_ade
ade_02376,train_5224,train,non_ade
ade_02377,train_9994,train,ade
ade_02378,test_3744,train,non_ade
ade_02379,train_183,train,ade
ade_02380,test_224,test,non_ade
ade_02381,train_1867,train,non_ade
ade_02382,train_14997,train,ade
ade_02383,test_4638,train,non_ade
ade_02384,train_4406,train,non_ade
ade_02385,train_15193,train,non_ade
ade_02386,train_16955,train,non_ade
ade_02387,train_6084,train,non_ade
ade_02388,train_10470,train,non_ade
ade_02389,train_813,train,non_ade
ade_02390,test_874,test,non_ade
ade_02391,train_8896,test,ade
ade_02392,train_9312,train,non_ade
ade_02393,train_8164,train,non_ade
ade_02394,train_4906,train,non_ade
ade_02395,train_13849,train,non_ade
ade_02396,train_8187,train,non_ade
ade_02397,train_45,train,non_ade
